"article_id","product_code","name","product_type_no","product_type_name","category","graphical_appearance_no","graphical_appearance_name","colour_group_code","colour_group_name","perceived_colour_value_id","perceived_colour_value_name","perceived_colour_master_id","perceived_colour_master_name","department_no","department_name","index_code","index_name","index_group_no","index_group_name","section_no","section_name","garment_group_no","garment_group_name","description","price"
602032001,602032,"Punk Parka (1)",262,"Jacket","Garment Upper body",1010011,"Metallic",7,"Grey",2,"Medium Dusty",12,"Grey",5960,"Outdoor/Blazers DS","D","Divided",2,"Divided",58,"Divided Selected",1007,"Outdoor","Long, padded parka in woven fabric with a high collar and hood, a zip with a wind flap and press-studs down the front, a drawstring at the waist and elastication and adjustable tabs with buttons at the cuffs. Gently rounded hem. Slightly longer at the back. Lined.",75
818754007,818754,"Tanya mockneck LS",254,"Top","Garment Upper body",1010016,"Solid",62,"Purple",2,"Medium Dusty",6,"Lilac Purple",1643,"Basic 1","D","Divided",2,"Divided",51,"Divided Basics",1002,"Jersey Basic","Fitted top in soft, ribbed viscose jersey with a turtle neck and long sleeves.",45.75
646763001,646763,"POM POM headband",74,"Hair/alice band","Accessories",1010016,"Solid",11,"Off White",1,"Dusty Light",9,"White",3946,"Small Accessories","D","Divided",2,"Divided",52,"Divided Accessories",1019,"Accessories","Satin-covered metal Alice band with faux fur pompoms at the top.",90.67
897319001,897319,"Keno phone bag",66,"Bag","Accessories",1010026,"Other structure",9,"Black",4,"Dark",5,"Black",3209,"Bags","C","Ladies Accessories",1,"Ladieswear",65,"Womens Big accessories",1019,"Accessories","Smartphone bag in sturdy fabric with a narrow, metal chain shoulder strap and flap with a magnetic fastener and decorative metal detail. Depth 3.5 cm. Width 10 cm. Height 16.5 cm.",28.45
803156002,803156,"Tommen",94,"Sneakers","Shoes",1010016,"Solid",9,"Black",4,"Dark",5,"Black",3629,"Shoes","F","Menswear",3,"Menswear",27,"Men Shoes",1020,"Shoes","Hi tops with a lightly padded edge and tongue, and lacing at the front. Mesh linings and insoles and patterned soles.",70.13
739092032,739092,"TP JACK hood SB",308,"Hoodie","Garment Upper body",1010016,"Solid",42,"Red",5,"Bright",18,"Red",7668,"Kids Boy Jersey Basic","H","Children Sizes 92-140",4,"Baby/Children",72,"Boys Underwear & Basics",1002,"Jersey Basic","Zip-through hoodie in sweatshirt fabric made from an organic cotton and recycled polyester blend with a soft brushed inside. Jersey-lined hood, a zip down the front, front pockets and ribbing at the cuffs and hem.",11.17
715665001,715665,"Twist knit LS",252,"Sweater","Garment Upper body",1010016,"Solid",9,"Black",4,"Dark",5,"Black",5963,"Tops Knitwear DS","D","Divided",2,"Divided",58,"Divided Selected",1003,"Knitwear","Fitted top in a soft, fine knit with long sleeves and a V-neck with a decorative knot detail at the front.",28.71
645768001,645768,"Aloha Straw Hat",76,"Hat/brim","Accessories",1010005,"Colour blocking",43,"Dark Red",4,"Dark",18,"Red",3519,"Gloves/Hats","C","Ladies Accessories",1,"Ladieswear",65,"Womens Big accessories",1019,"Accessories","Hat in braided paper straw with a grosgrain band. Width of brim approx. 6 cm.",12.39
671973002,671973,"ANDERS LS POLO",252,"Sweater","Garment Upper body",1010016,"Solid",73,"Dark Blue",4,"Dark",2,"Blue",5832,"Light Basic Jersey","F","Menswear",3,"Menswear",26,"Men Underwear",1002,"Jersey Basic","Polo shirt in cotton piqué with a ribbed collar, button placket, long sleeves with ribbed trims, and slits in the sides. Slightly longer at the back. Regular Fit.",26.33
634016047,634016,"2P SS Body Mixed TVP",256,"Bodysuit","Garment Upper body",1010001,"All over pattern",51,"Light Pink",1,"Dusty Light",4,"Pink",6515,"Baby basics","G","Baby Sizes 50-98",4,"Baby/Children",44,"Baby Essentials & Complements",1002,"Jersey Basic","Short-sleeved bodysuits in organic cotton jersey with concealed press-studs on one shoulder and at the crotch.",62.47
868035001,868035,"Nan Fur Hooded Jacket",261,"Outdoor Waistcoat","Garment Upper body",1010016,"Solid",12,"Light Beige",1,"Dusty Light",9,"White",1244,"Outdoor/Blazers","D","Divided",2,"Divided",53,"Divided Collection",1007,"Outdoor","Short jacket in soft faux fur with a hood, zip down the front with a ring pull and diagonal side pockets. Covered elastication at the cuffs and hem. Recycled polyester lining.",47.93
790640003,790640,"Bruno Set",75,"Hat/beanie","Accessories",1010022,"Jacquard",8,"Dark Grey",2,"Medium Dusty",12,"Grey",2950,"Baby Toys/Acc","G","Baby Sizes 50-98",4,"Baby/Children",44,"Baby Essentials & Complements",1019,"Accessories","Set with a hat and pair of mittens in a jacquard knit. Fleece-lined hat with a pompom on top, ear flaps and ties under the chin. Mittens with foldover ribbing at the top. Sizes 0-6M without thumbs.",90.34
547365024,547365,"Fissa Thong Maple Low 2p",286,"Underwear bottom","Underwear",1010016,"Solid",51,"Light Pink",1,"Dusty Light",4,"Pink",1338,"Expressive Lingerie","B","Lingeries/Tights",1,"Ladieswear",61,"Womens Lingerie",1017,"Under-, Nightwear","Lace thong briefs with a low waist, lined gusset,wide sides and string back.",83.57
777838001,777838,"Ozzy socks 5pack",302,"Socks","Socks & Tights",1010016,"Solid",9,"Black",4,"Dark",5,"Black",6281,"Bottoms Girls","S","Sport",26,"Sport",49,"Kids Sports",1001,"Unknown","Sports socks in fast-drying functional fabric with a ribbed shaft and ribbed section over the foot for optimum fit and comfort.",66.17
633770001,633770,"SPEED A-band fur pom pom",74,"Hair/alice band","Accessories",1010016,"Solid",52,"Pink",1,"Dusty Light",4,"Pink",4313,"Girls Small Acc/Bags","J","Children Accessories, Swimwear",4,"Baby/Children",43,"Kids Accessories, Swimwear & D",1019,"Accessories","Satin-covered Alice band with faux fur pompoms on top.",44.17
800396007,800396,"IRISH CAFE RACER JACKET",262,"Jacket","Garment Upper body",1010026,"Other structure",13,"Beige",2,"Medium Dusty",11,"Beige",5828,"Jersey Fancy","F","Menswear",3,"Menswear",20,"Contemporary Smart",1005,"Jersey Fancy","Cardigan in quilted jersey with a zip down the front, small stand-up collar with a press-stud, welt front pockets and ribbing at the cuffs and hem.",46.85
828718005,828718,"2P flat click clack",72,"Hair clip","Accessories",1010010,"Melange",93,"Dark Green",7,"Medium",19,"Green",4343,"Hair Accessories","C","Ladies Accessories",1,"Ladieswear",66,"Womens Small accessories",1019,"Accessories","Metal hair clips with acetate on top. Length 6.5 cm.",59.68
722100002,722100,"Stan collarless",259,"Shirt","Garment Upper body",1010016,"Solid",71,"Light Blue",3,"Light",2,"Blue",8757,"Young Boy Shirt","I","Children Sizes 134-170",4,"Baby/Children",47,"Young Boy",1011,"Shirts","Shirt in a linen and cotton weave with a grandad collar, buttons down the front and a chest pocket. Short sleeves with sewn-in turn-ups, and a rounded hem.",33.35
878972001,878972,"Saba long strap dress",265,"Dress","Garment Full body",1010016,"Solid",9,"Black",4,"Dark",5,"Black",1310,"Dress","A","Ladieswear",1,"Ladieswear",6,"Womens Casual",1013,"Dresses Ladies","Long dress in an airy weave with a V-neck, narrow shoulder straps and gathered seams at the waist and lower section of the skirt for added width. Lined.",34.13
731407001,731407,"Macarena",253,"Vest top","Garment Upper body",1010016,"Solid",11,"Off White",1,"Dusty Light",9,"White",1522,"Blouse","A","Ladieswear",1,"Ladieswear",15,"Womens Everyday Collection",1010,"Blouses","Top in a crinkled viscose weave with a V-neck front and back, adjustable spaghetti shoulder straps, buttons down the front and a tie-detail hem.",63.13
651244001,651244,"ROSIE FRILL ONE SHOULDER",254,"Top","Garment Upper body",1010016,"Solid",9,"Black",4,"Dark",5,"Black",1660,"Jersey","A","Ladieswear",1,"Ladieswear",6,"Womens Casual",1005,"Jersey Fancy","One-shoulder top in cotton jersey with elastication and a wide flounce at the top.",40.76
695166011,695166,"Cool Edith 2p headband",74,"Hair/alice band","Accessories",1010001,"All over pattern",33,"Dark Orange",5,"Bright",3,"Orange",4343,"Hair Accessories","C","Ladies Accessories",1,"Ladieswear",66,"Womens Small accessories",1019,"Accessories","Hairbands in an airy weave. Can be worn around the head or a ponytail.",49.25
464927018,464927,"Ivory Ch. braz. Low Acacia 3pk",286,"Underwear bottom","Underwear",1010016,"Solid",31,"Light Orange",1,"Dusty Light",3,"Orange",1334,"Casual Lingerie","B","Lingeries/Tights",1,"Ladieswear",61,"Womens Lingerie",1017,"Under-, Nightwear","Brazilian briefs in cotton jersey and lace with a low waist, lined gusset and half-string back.",95.36
679011019,679011,"Hannah basic ballerina SG",86,"Ballerinas","Shoes",1010016,"Solid",9,"Black",4,"Dark",5,"Black",4311,"Kids Girl Shoes","J","Children Accessories, Swimwear",4,"Baby/Children",42,"Kids & Baby Shoes",1020,"Shoes","Ballet pumps with an elastic strap over the foot and a decorative bow at the front. Satin linings and insoles and thermoplastic rubber (TPR) soles.",36.5
742884002,742884,"CE - Kharma ring",79,"Ring","Accessories",1010016,"Solid",83,"Dark Turquoise",4,"Dark",7,"Turquoise",7020,"Conscious Exclusive","A","Ladieswear",1,"Ladieswear",82,"Special Collections",1023,"Special Offers","CONSCIOUS EXCLUSIVE. Metal ring with large stones made from recycled plastic.",78.72
607211002,607211,"Tyler pants",272,"Trousers","Garment Lower body",1010016,"Solid",93,"Dark Green",4,"Dark",19,"Green",5683,"Trouser","F","Menswear",3,"Menswear",55,"Contemporary Street",1009,"Trousers","Trousers in cotton twill with elastication at the back of the waist, a drawstring at the front and button fly. Side pockets, back pockets and leg pockets with a flap and press-stud and shaping seams at the knees.",88.16
673552002,673552,"Halloween headband",78,"Other accessories","Accessories",1010016,"Solid",9,"Black",4,"Dark",5,"Black",3948,"Other Accessories","D","Divided",2,"Divided",52,"Divided Accessories",1019,"Accessories","Alice band with glittery appliqués on the top.",22.61
685953001,685953,"SUSIE dress",265,"Dress","Garment Full body",1010026,"Other structure",7,"Grey",1,"Dusty Light",12,"Grey",8718,"Young Girl Knitwear","I","Children Sizes 134-170",4,"Baby/Children",77,"Young Girl",1003,"Knitwear","Dress in soft, fine-knit cotton with plastic beads at the top, a round neckline, short sleeves and gently flared skirt.",81.99
739895020,739895,"BADGER PRICE",252,"Sweater","Garment Upper body",1010002,"Application/3D",73,"Dark Blue",4,"Dark",2,"Blue",7618,"Kids Girl Knitwear","H","Children Sizes 92-140",4,"Baby/Children",76,"Kids Girl",1003,"Knitwear","Jumper in soft, fine-knit cotton with long sleeves and ribbing around the neckline, cuffs and hem.",53.87
620910004,620910,"MISA silk/cotton tube",80,"Scarf","Accessories",1010016,"Solid",42,"Red",2,"Medium Dusty",4,"Pink",6557,"Baby Exclusive","G","Baby Sizes 50-98",4,"Baby/Children",44,"Baby Essentials & Complements",1006,"Woven/Jersey/Knitted mix Baby","Baby Exclusive. Tube scarf knitted in a soft cotton and silk blend.",90.51
680586011,680586,"Fargo tunic (1)",258,"Blouse","Garment Upper body",1010016,"Solid",92,"Green",1,"Dusty Light",19,"Green",2033,"Woven Tops","A","Ladieswear",1,"Ladieswear",8,"Mama",1010,"Blouses","Tunic in woven fabric with a V-neck, yoke with a pleat at the back, detachable tie belt at the waist and buttoned cuffs. Unlined.",34.18
924492002,924492,"2P SIXTEN SWEATER",252,"Sweater","Garment Upper body",1010001,"All over pattern",12,"Light Beige",1,"Dusty Light",9,"White",6545,"Baby Boy Jersey Fancy","G","Baby Sizes 50-98",4,"Baby/Children",41,"Baby Boy",1005,"Jersey Fancy","Tops in lightweight cotton sweatshirt fabric, one printed. Long raglan sleeves, press-studs at the back of one shoulder and ribbing around the neckline, cuffs and hem.",48.27
640001033,640001,"Low Price l/l pj BB",297,"Pyjama set","Nightwear",1010008,"Front print",73,"Dark Blue",4,"Dark",2,"Blue",4225,"Young Boy UW/NW","I","Children Sizes 134-170",4,"Baby/Children",72,"Boys Underwear & Basics",1017,"Under-, Nightwear","Pyjamas in soft cotton jersey. Long-sleeved top with a print motif on the front and ribbed cuffs. Bottoms with an elasticated waist and ribbed hems.",12.02
651399001,651399,"Leone",275,"Skirt","Garment Lower body",1010017,"Stripe",52,"Pink",5,"Bright",4,"Pink",1422,"Skirt","A","Ladieswear",1,"Ladieswear",15,"Womens Everyday Collection",1012,"Skirts","Knee-length, asymmetric skirt in a patterned viscose weave with a concealed zip in one side, partial wrapover at the front and wide flounce at the hem. Lined.",58.75
792604001,792604,"Luciana linen top",254,"Top","Garment Upper body",1010016,"Solid",9,"Black",4,"Dark",5,"Black",1636,"Jersey fancy","A","Ladieswear",1,"Ladieswear",15,"Womens Everyday Collection",1005,"Jersey Fancy","Wide top in linen jersey with a turtle neck and short cap sleeves.",67.01
851704001,851704,"Tyra runner SG",94,"Sneakers","Shoes",1010016,"Solid",10,"White",3,"Light",9,"White",4311,"Kids Girl Shoes","J","Children Accessories, Swimwear",4,"Baby/Children",42,"Kids & Baby Shoes",1020,"Shoes","Trainers in imitation leather with a padded edge and tongue, elasticated lacing at the front and a loop at the back. Mesh linings and insoles and chunky soles.",33.21
649622008,649622,"DEBBIE top",254,"Top","Garment Upper body",1010017,"Stripe",10,"White",3,"Light",9,"White",7930,"Young Girl Jersey Basic","I","Children Sizes 134-170",4,"Baby/Children",79,"Girls Underwear & Basics",1002,"Jersey Basic","Top in soft organic cotton jersey with a wide neckline, short raglan sleeves and smocking around the neckline, sleeves and hem..",22.54
769102020,769102,"3P LS PJ",295,"Pyjama jumpsuit/playsuit","Nightwear",1010001,"All over pattern",10,"White",3,"Light",9,"White",6563,"Baby Nightwear","G","Baby Sizes 50-98",4,"Baby/Children",44,"Baby Essentials & Complements",1017,"Under-, Nightwear","Long-sleeved, all-in-one pyjamas in soft, organic cotton jersey.",85.14
341242019,341242,"Dave waistcoat",260,"Tailored Waistcoat","Garment Upper body",1010016,"Solid",8,"Dark Grey",4,"Dark",12,"Grey",8615,"Blazer S&T","F","Menswear",3,"Menswear",23,"Men Suits & Tailoring",1008,"Dressed","Suit waistcoat in woven fabric with lining fabric at the back. Buttons at the front, a chest pocket, welt front pockets and an adjustable tab at the back. Lined.",98.6
751942001,751942,"SPEED MAPLE SS SHIRT",259,"Shirt","Garment Upper body",1010001,"All over pattern",12,"Light Beige",1,"Dusty Light",11,"Beige",1543,"Tops Woven","D","Divided",2,"Divided",53,"Divided Collection",1010,"Blouses","Boxy shirt in a patterned viscose weave with a resort collar, flap chest pockets and buttons down the front. Yoke with a pleat at the back and short sleeves.",57.31
546562001,546562,"CSP W Terry",275,"Skirt","Garment Lower body",1010016,"Solid",9,"Black",4,"Dark",5,"Black",1422,"Skirt","A","Ladieswear",1,"Ladieswear",15,"Womens Everyday Collection",1012,"Skirts","Calf-length pleated skirt in mesh with a shimmering metallic pattern, an elasticated waist and gentle flare to the hem. Lined.",34.51
703631001,703631,"HW Diana mask",78,"Other accessories","Accessories",1010016,"Solid",3,"Silver",3,"Light",15,"Metal",3419,"Other items","C","Ladies Accessories",1,"Ladieswear",66,"Womens Small accessories",1019,"Accessories","Metal fancy dress mask with a punched pattern and sparkly stones. Ties at the back.",11.66
611258001,611258,"BOOTCUT LIGHT TRASH FSA",272,"Trousers","Garment Lower body",1010016,"Solid",71,"Light Blue",1,"Dusty Light",2,"Blue",7917,"Kids Girl Denim","H","Children Sizes 92-140",4,"Baby/Children",76,"Kids Girl",1016,"Trousers Denim","5-pocket slim-fit jeans in washed superstretch denim with an adjustable elasticated waist, zip fly, worn details with patches on the inside and bootcut legs with raw-edge hems.",25.45
632843001,632843,"Fairisle jaquard r-neck",252,"Sweater","Garment Upper body",1010022,"Jacquard",12,"Light Beige",1,"Dusty Light",9,"White",5858,"Knitwear","F","Menswear",3,"Menswear",21,"Contemporary Casual",1003,"Knitwear","Jumper in a jacquard-knit wool blend with long sleeves and wide ribbing around the neckline, cuffs and hem.",92.29
862201001,862201,"Ted Sock Runner BB",94,"Sneakers","Shoes",1010016,"Solid",9,"Black",4,"Dark",5,"Black",4221,"Young Boy Shoes","J","Children Accessories, Swimwear",4,"Baby/Children",42,"Kids & Baby Shoes",1020,"Shoes","Fully-fashioned trainers with details in imitation leather. Elasticated top edge, a loop front and back, and elasticated lacing with a drawstring at the top. Mesh insoles and patterned soles.",20.6
740246001,740246,"Venice pullon",272,"Trousers","Garment Lower body",1010024,"Chambray",8,"Dark Grey",4,"Dark",12,"Grey",5656,"Trouser","F","Menswear",3,"Menswear",21,"Contemporary Casual",1009,"Trousers","Pull-on trousers in a cotton weave in a relaxed fit with an elasticated drawstring waist, slightly lower crotch and fake fly. Side pockets, welt back pockets and gently tapered legs.",61.89
768939005,768939,"MARS SET",254,"Top","Garment Upper body",1010008,"Front print",73,"Dark Blue",4,"Dark",2,"Blue",7648,"Kids Boy Jersey Fancy","H","Children Sizes 92-140",4,"Baby/Children",46,"Kids Boy",1005,"Jersey Fancy","Set with a top and joggers in sweatshirt fabric. Round-necked top with ribbing around the neckline and cuffs. Joggers with covered elastication and a drawstring at the waist, and ribbed hems. Soft brushed inside.",59.88
884105001,884105,"MIRANDA dance set 2PCS",270,"Garment Set","Garment Full body",1010016,"Solid",51,"Light Pink",1,"Dusty Light",4,"Pink",4314,"Kids Dress-up/Football","J","Children Accessories, Swimwear",4,"Baby/Children",43,"Kids Accessories, Swimwear & D",1019,"Accessories","Two-piece dance costume with a glossy jersey body and a chiffon skirt. Body with gathers at the top, a low-cut back and short sleeves. Skirt with a glittery elastic waistband and a sewn-in wrapover at the front.",34.66
632362004,632362,"verona tank",253,"Vest top","Garment Upper body",1010016,"Solid",71,"Light Blue",3,"Light",2,"Blue",1644,"Projects Jersey & Knitwear","D","Divided",2,"Divided",50,"Divided Projects",1005,"Jersey Fancy","Vest top in jersey crêpe with scalloped edges.",68.63
843614010,843614,"Jamie Skinny Cropped Trs Pid",272,"Trousers","Garment Lower body",1010016,"Solid",17,"Yellowish Brown",4,"Dark",13,"Brown",5686,"Trouser","F","Menswear",3,"Menswear",20,"Contemporary Smart",1009,"Trousers","Ankle-length suit trousers in woven fabric with a concealed hook-and-eye fastener and zip fly. Side pockets, welt back pockets with a button and legs with creases. Skinny Fit – a fit with slightly shorter legs that is close-fitting at the thighs, knees and ankles to create a completely fitted silhouette.",84.68
736198001,736198,"NEIL Price tee",255,"T-shirt","Garment Upper body",1010001,"All over pattern",10,"White",3,"Light",9,"White",8768,"Young Boy Jersey Basic","I","Children Sizes 134-170",4,"Baby/Children",72,"Boys Underwear & Basics",1002,"Jersey Basic","T-shirt in organic cotton jersey.",28.58
816588001,816588,"Bongo LS",254,"Top","Garment Upper body",1010016,"Solid",51,"Light Pink",3,"Light",4,"Pink",1640,"Tops Fancy Jersey","D","Divided",2,"Divided",53,"Divided Collection",1005,"Jersey Fancy","Cropped, off-the-shoulder jersey top with a smocked panel at the top and bottom and long sleeves with narrow, covered elastication at the cuffs.",10.99
635037005,635037,"SUKI set (1)",270,"Garment Set","Garment Full body",1010017,"Stripe",23,"Dark Yellow",2,"Medium Dusty",8,"Yellow",6557,"Baby Exclusive","G","Baby Sizes 50-98",4,"Baby/Children",44,"Baby Essentials & Complements",1006,"Woven/Jersey/Knitted mix Baby","Baby Exclusive. Set with a long-sleeved top and trousers in soft organic cotton jersey. Top with a concealed press-stud on the shoulder. Trousers with an elasticated drawstring waist and ribbed hems.",40.17
399256023,399256,"Skinny Ankle R.W Brooklyn",272,"Trousers","Garment Lower body",1010023,"Denim",71,"Light Blue",1,"Dusty Light",2,"Blue",1779,"Everyday Waredrobe Denim","A","Ladieswear",1,"Ladieswear",57,"Ladies Denim",1016,"Trousers Denim","Ankle-length jeans in washed stretch denim with a regular waist, fake front pockets, real back pockets and skinny legs.",63.77
741259001,741259,"GALATEA HW cropped",273,"Leggings/Tights","Garment Lower body",1010028,"Mesh",9,"Black",4,"Dark",5,"Black",8310,"Ladies Sport Bottoms","S","Sport",26,"Sport",5,"Ladies H&M Sport",1005,"Jersey Fancy","3/4-length sports tights in fast-drying functional fabric with a high waist, wide waist panel and open leg pockets.",88.65
917241001,917241,"P Chelsey hood dress (J)",265,"Dress","Garment Full body",1010016,"Solid",73,"Dark Blue",4,"Dark",2,"Blue",2032,"Jersey","A","Ladieswear",1,"Ladieswear",8,"Mama",1005,"Jersey Fancy","Knee-length dress in soft jersey with a unique nursing feature, a hood and long sleeves. The design includes a double layer to help retain warmth while allowing easier nursing access.",64.05
721063001,721063,"Shorts Straight Tani",274,"Shorts","Garment Lower body",1010023,"Denim",72,"Blue",3,"Light",2,"Blue",5673,"Denim shorts","F","Menswear",3,"Menswear",56,"Denim Men",1025,"Shorts","5-pocket shorts in washed cotton denim with a regular waist, button fly and straight legs.",91
624543023,624543,"RONJA 5-p fancy briefs",286,"Underwear bottom","Underwear",1010012,"Mixed solid/pattern",52,"Pink",5,"Bright",4,"Pink",7922,"Kids Girl UW/NW","H","Children Sizes 92-140",4,"Baby/Children",79,"Girls Underwear & Basics",1017,"Under-, Nightwear","Cotton jersey briefs in various designs with an elasticated waist and lined gusset.",92.3
552249001,552249,"Max Mixed Winter",286,"Underwear bottom","Underwear",1010001,"All over pattern",43,"Dark Red",4,"Dark",18,"Red",7987,"Underwear Woven","F","Menswear",3,"Menswear",26,"Men Underwear",1017,"Under-, Nightwear","Boxer shorts in a cotton weave with an elasticated waist, long legs and button fly.",25.78
658030023,658030,"Push Up Jegging L.W",272,"Trousers","Garment Lower body",1010023,"Denim",12,"Light Beige",2,"Medium Dusty",11,"Beige",1772,"Denim Trousers","D","Divided",2,"Divided",57,"Ladies Denim",1016,"Trousers Denim","5-pocket jeggings in washed, stretch denim with a low waist, zip fly and button, and skinny legs. Push up – denim with a superstretch function that showcases the body’s physique.",69.85
702932012,702932,"R-neck Allington TVP",255,"T-shirt","Garment Upper body",1010016,"Solid",93,"Dark Green",4,"Dark",19,"Green",5831,"Knitwear","F","Menswear",3,"Menswear",23,"Men Suits & Tailoring",1003,"Knitwear","Round-necked T-shirt in premium cotton jersey.",47.69
844109002,844109,"SC SAVANNA knitted trousers",272,"Trousers","Garment Lower body",1010009,"Glittering/Metallic",3,"Silver",3,"Light",15,"Metal",2080,"Studio Collection","A","Ladieswear",1,"Ladieswear",82,"Special Collections",1001,"Unknown","STUDIO COLLECTION. Leggings in an airy, fine, rib-knit rayon blend containing shimmering metallic threads. Fitted style with covered elastication at the waist, a chunky zip in one side and legs with pleats and flared hems with slits in the sides.",44.48
633470002,633470,"Miss Fancy Shorts",274,"Shorts","Garment Lower body",1010016,"Solid",12,"Light Beige",1,"Dusty Light",11,"Beige",1723,"Shorts","A","Ladieswear",1,"Ladieswear",15,"Womens Everyday Collection",1025,"Shorts","Short, high-waisted shorts in a soft weave with a detachable tie belt, concealed hook-and-eye fastener and zip fly. Pleats at the top, side pockets and a fake back pocket.",56.7
691750002,691750,"COZY WRAP TOP LS",252,"Sweater","Garment Upper body",1010001,"All over pattern",13,"Beige",2,"Medium Dusty",11,"Beige",1660,"Jersey","A","Ladieswear",1,"Ladieswear",6,"Womens Casual",1005,"Jersey Fancy","Long-sleeved top in supersoft sweatshirt fabric with a brushed finish. Deep V-neck and a sewn-in wrapover at the front.",24.97
663568006,663568,"Enna (1)",275,"Skirt","Garment Lower body",1010004,"Check",9,"Black",4,"Dark",5,"Black",1414,"Skirt","A","Ladieswear",1,"Ladieswear",11,"Womens Tailoring",1012,"Skirts","Short skirt in woven fabric with a high waist and zip at the back.",14.23
825772005,825772,"Lowe basic peak cap",69,"Cap/peaked","Accessories",1010007,"Embroidery",81,"Light Turquoise",1,"Dusty Light",7,"Turquoise",2950,"Baby Toys/Acc","G","Baby Sizes 50-98",4,"Baby/Children",44,"Baby Essentials & Complements",1019,"Accessories","Cotton cap with a sweatband in a cotton weave, and elastication at the back.",76.42
784143001,784143,"Spirulina",253,"Vest top","Garment Upper body",1010001,"All over pattern",12,"Light Beige",1,"Dusty Light",11,"Beige",1522,"Blouse","A","Ladieswear",1,"Ladieswear",15,"Womens Everyday Collection",1010,"Blouses","Top in softly draping, patterned viscose with a V-neck, straight-cut back and narrow shoulder straps.",17.45
734940001,734940,"JACK AOP",259,"Shirt","Garment Upper body",1010001,"All over pattern",9,"Black",4,"Dark",5,"Black",5783,"Shirt","F","Menswear",3,"Menswear",55,"Contemporary Street",1011,"Shirts","Straight-cut, short-sleeved shirt in a patterned cotton weave. Relaxed fit with a turn-down collar, classic front and rounded hem with slits in the sides.",64.28
768147004,768147,"MASIE LS OL",254,"Top","Garment Upper body",1010009,"Glittering/Metallic",9,"Black",4,"Dark",5,"Black",1640,"Tops Fancy Jersey","D","Divided",2,"Divided",53,"Divided Collection",1005,"Jersey Fancy","Fitted top in jersey with a V-neck, long sleeves and a covered metal ring at the front.",32.08
685417006,685417,"Milk",265,"Dress","Garment Full body",1010001,"All over pattern",73,"Dark Blue",4,"Dark",2,"Blue",1322,"Dress","A","Ladieswear",1,"Ladieswear",15,"Womens Everyday Collection",1013,"Dresses Ladies","Knee-length dress in woven fabric with a round neckline and an opening with a concealed button at the back of the neck. Yoke with a pleat at the back, and long balloon sleeves with narrow cuffs.",42.01
682076001,682076,"KELLY p-cap LATE/SPEED",69,"Cap/peaked","Accessories",1010001,"All over pattern",51,"Light Pink",1,"Dusty Light",4,"Pink",4312,"Kids Girl Big Acc","J","Children Accessories, Swimwear",4,"Baby/Children",45,"Kids Outerwear",1019,"Accessories","Fabric cap with an appliqué on the front and an adjustable tab at the back.",35.98
676540002,676540,"Hayes",272,"Trousers","Garment Lower body",1010016,"Solid",7,"Grey",2,"Medium Dusty",12,"Grey",2031,"Woven bottoms","A","Ladieswear",1,"Ladieswear",8,"Mama",1009,"Trousers","Cigarette trousers in a slightly stretchy weave with a fake fly, side pockets, fake welt back pockets and gently tapered legs with creases. Wide jersey ribbing at the waist for best fit.",45.04
875892010,875892,"Naomi trs",272,"Trousers","Garment Lower body",1010004,"Check",10,"White",3,"Light",9,"White",7616,"Kids Girl Jersey Fancy","H","Children Sizes 92-140",4,"Baby/Children",76,"Kids Girl",1005,"Jersey Fancy","Ankle-length treggings in sturdy jersey with fine details. Skinny fit with an easy pull-on, elasticated waist.",7
852546001,852546,"CE - Glass earring",70,"Earring","Accessories",1010026,"Other structure",13,"Beige",2,"Medium Dusty",11,"Beige",7020,"Conscious Exclusive","A","Ladieswear",1,"Ladieswear",82,"Special Collections",1023,"Special Offers","CONSCIOUS EXCLUSIVE. A pair of clip earrings made partly from recycled metal. The earrings are decorated with thin chain pendants and beads made partly from recycled glass. Length approx. 3 cm, with pendants 5.5 cm.",52.84
766777007,766777,"Clara Fancy",274,"Shorts","Garment Lower body",1010005,"Colour blocking",6,"Light Grey",1,"Dusty Light",12,"Grey",7930,"Young Girl Jersey Basic","I","Children Sizes 134-170",4,"Baby/Children",79,"Girls Underwear & Basics",1002,"Jersey Basic","Shorts in lightweight sweatshirt fabric with an elasticated, drawstring waistband, side pockets and rounded hems. Contrasting colour stripes and trims at the sides and hems.",74.71
757747002,757747,"CARIN set",270,"Garment Set","Garment Full body",1010016,"Solid",6,"Light Grey",1,"Dusty Light",12,"Grey",6525,"Baby Girl Jersey Fancy","G","Baby Sizes 50-98",4,"Baby/Children",40,"Baby Girl",1005,"Jersey Fancy","Top in sweatshirt fabric and a pair of leggings in soft jersey. Top with a print motif and appliqués on the front, a press-stud on one shoulder and ribbing around the neckline, cuffs and hem. Leggings with an elasticated waist.",36.74
594349002,594349,"W Peach EQ",258,"Blouse","Garment Upper body",1010017,"Stripe",71,"Light Blue",1,"Dusty Light",2,"Blue",3030,"Equatorial Assortment","A","Ladieswear",1,"Ladieswear",15,"Womens Everyday Collection",1001,"Unknown","Top in an airy cotton weave with a V-neck with gathers at the top, ties at the shoulders in a contrasting colour, a seam at the waist with gathers and a frill, and a flare to the hem.",69.73
